GID,symbol,name,length,phenotype,function
YGL160W,AIM14,Altered Inheritance rate of Mitochondria,1713,"Non-essential gene; null mutant displays decreased competitive fitness in minimal media and in media supporting respiratory growth; null mutant displays an increased frequency of spontaneous mitochondrial genome loss; null mutant displays increased chronological lifespan, reduced ROS levels, elevated oxidative stress resistance and decreased resistance to F-actin nucleation inhibitor wiskostatin and elongation inhibitor latrunculin B, both of which are reversed by hydrogen peroxide treatment; overexpression results in decreased chronological lifespan, increased ROS accumulation, an increased budding index in stationary phase, and apoptosis
",NADPH oxidase that generates superoxide; regulates actin cytoskeleton organization; has a role in apoptosis; localized to the perinuclear endoplasmic reticulum
YDR456W,NHX1,Na+/H+ eXchanger,1902,"Non-essential gene; null mutant is sensitive to hyperosmotic stress and has abnormal vacuoles, also shows decreased growth rate and sensitivity to multiple drugs, including hygromycin B, actinomycin D, bleomycin, doxorubicin, and other chemicals (MMS, hydroxyurea, flucytosine, spermine)
","Sodium:proton and potassium:proton antiporter involved in sodium ion and potassium ion transmembrane transport; has role in vacuolar acidification and cellular monovalent inorganic cation homeostasis; localizes to vacuolar membranes, trans-Golgi network and endosomes"
YLR138W,NHA1,Na+/H+ Antiporter,2958,,
YNL246W,VPS75,Vacuolar Protein Sorting,890,,
YER125W,RSP5,Reverses Spt- Phenotype,2430,"Essential gene; conditional (ts) mutations lead to buildup of unprocessed reporter proteins normally targeted for degradation and to defects in processing of mRNA, rRNA and tRNA precursors; reduction of function causes higher sensitivity to cell wall-affecting chemicals (caffeine, Calcofluor White); repression results in opi- phenotype (overproduction and excretion of inositol in the absence of inositol and choline); overexpression causes slow growth
","E3 ubiquitin ligase that conjugates ubiquitin to proteins to target them for degradation; known to ubiquitinate Ste4p; involved in regulating a variety of processes via ubiquitin-dependent catabolism including organization of the mitochondrion, multivesilular body size, initiation of the mating tip projection and actin cytoskeletal organization; positively regulates dolichol and fatty acid biosynthesis; localized throughout the cell"
YPR154W,PIN3,Psi+ INducibility,648,,
YGR136W,LSB1,Las Seventeen Binding protein,726,,
YCR059C,YIH1,Yeast Impact Homolog,777,,
YKR034W,DAL80,Degradation of Allantoin,810,Non-essential gene; null mutant displays elevated expression of several genes controlled by nitrogen catabolite repression system; both null mutation and overexpression in strain Sigma1278b cause increased filamentous growth,A RNA polymerase II transcription factor that binds specific DNA sequence; negatively regulates transcription and is involved in nitrogen catabolite repression of transcription; localized to the nucleus
YOR043W,WHI2,WHIskey,1461,,"Protein phosphatase activator involved in the general stress response; role in mitophagy, endocytosis and organization of the actin cytoskeleton; localizes to the cell periphery"
YKL005C,BYE1,BYpass of ESS1,1785,"Non-essential gene; in systematic studies null mutants are sensitive to ethanol, hydroxyurea, tunicamycin, but resistant to MMS, caffeine; overexpression causes slow growth",
YCR030C,SYP1,Suppressor of Yeast Profilin deletion,2613,,
YKR072C,SIS2,SIt4 Suppressor,1689,,
YDR001C,NTH1,Neutral TreHalase,2256,,
YOR069W,VPS5,Vacuolar Protein Sorting,2028,,Endosomal phosphatidylinositol-3-phosphate binding retromer complex subunit involved in retrograde transport of membrane-bounded vesicles from endosomes back to the trans-Golgi network where they are recycled for further rounds of transport
YLR084C,RAX2,,3663,,
YGL037C,PNC1,Pyrazinamidase and NiCotinamidase,651,,
YCL047C,POF1,Promoter Of Filamentation,777,,
YNL129W,NRK1,Nicotinamide Riboside Kinase,723,,
YOR209C,NPT1,Nicotinate PhosphoribosylTransferase,1290,,
YGR010W,NMA2,Nicotinamide Mononucleotide Adenylyltransferase,1188,,
YLR328W,NMA1,Nicotinamide Mononucleotide Adenylyltransferase,1206,,
YKL101W,HSL1,Histone Synthetic Lethal,4557,,Ser/thr protein kinase involved in the G2/M transition of the mitotic cell cycle; substrates include Swe1p and Hsl7p; capable of autophosphorylation; localizes to the bud neck septin ring
YLR351C,NIT3,NITrilase superfamily,876,,
YGR234W,YHB1,Yeast flavoHemogloBin,1200,,
YNL229C,URE2,UREidosuccinate transport,1065,,A glutathione peroxidase involved in regulating cellular nitrogen utilization with Gln3p; part of cytoplasmic sequestering of Gln3p; localized to cytosol
YDR373W,FRQ1,FReQuenin homolog,573,"Essential gene; conditional mutants are defective in autophagy and in Golgi localization of reporter proteins; heterozygous diploid is sensitive to starvation and oxidative stress
",Enzyme activator involved in regulation of signal transduction; localizes to Golgi membrane and to cytosol in high-throughput studies
YLR195C,NMT1,N-Myristoyl Transferase,1368,,
YHR027C,RPN1,Regulatory Particle Non-ATPase,2982,"Essential gene; mutations increase resistance to lovastatin and sensitivity to canavanine; conditional (ts) mutation causes chromosome instability; overexpression leads to slow growth
","Protein-protein adaptor subunit of proteasome regulatory particle, base subcomplex involved in ubiquitin-dependent protein degradation; localizes to nucleus and proteasome storage granules"
YHR200W,RPN10,Regulatory Particle Non-ATPase,807,,
YDR427W,RPN9,Regulatory Particle Non-ATPase,1182,"Non-essential gene; null mutant is sensitive to elevated temperatures, shows cell cycle arrest in metaphase, and grows slowly; in a systematic study null mutant shows normal growth under anaerobic conditions
","Structural peripheral lid subunit of proteasome regulatory particle involved in ubiquitin-dependent protein degradation; role in proteasome assembly; localizes to proteasome storage granules, nucleus, cytosol"
YNL299W,TRF5,Topoisomerase one-Related Function,1929,,
YDR165W,TRM82,Transfer RNA Methyltransferase,1335,,
YCR020C-A,MAK31,MAintenance of Killer,267,,
YOL076W,MDM20,Mitochondrial Distribution and Morphology,2391,,"A subunit of the NatB complex that contributes to peptide alpha-N-acetyltransferase activity; involved in cytoskeleton organization, mitochondrion inheritance and N-terminal peptidyl-methionine acetylation"
YEL053C,MAK10,MAintenance of Killer,2202,,
YJL145W,SFH5,Sec Fourteen Homolog,885,,
YLL022C,HIF1,Hat1 Interacting Factor,1158,,
YGR033C,TIM21,Translocase of the Inner Mitochondrial membrane,720,,
YEL015W,EDC3,Enhancer of mRNA DeCapping,1656,,
YLR270W,DCS1,DeCapping Scavenger,1053,"Non-essential gene; null mutant shows increased stability of mRNA, decreased growth rate and reduced survival in stationary phase; in systematic studies mutants have lower competitive fitness, decreased resistance to hyperosmotic stress and are unable to grow under respiratory growth conditions",
YER092W,IES5,Ino Eighty Subunit,378,,
YDL002C,NHP10,Non-Histone Protein,612,,
YHR017W,YSC83,,1158,,Protein whose biological role is unknown; localizes to the mitochondrion and mitochondrial outer membrane in large scale studies
YER064C,VHR2,VHt1 Regulator,1518,,
YDR163W,CWC15,Complexed With Cef1p,528,"Non-essential gene; in systematic studies mutants show reduced competitive fitness, increased sensitivity to Congo Red, streptomycin, amitrole",An RNA binding protein involved in mRNA splicing; localized to the U2-type splicesomal complex in the nucleus
YCR050C,,,309,,Protein whose biological role and cellular location are unknown
YML079W,,,606,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study
YOR092W,ECM3,ExtraCellular Mutant,1842,,
YBL001C,ECM15,ExtraCellular Mutant,315,,Protein whose biological role is unknown; localized to cytoplasm and nucleus in large scale studies
YBL081W,,,1107,,Protein whose biological role and cellular location are unknown
YJL201W,ECM25,ExtraCellular Mutant,1800,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YDR512C,EMI1,Early Meiotic Induction,564,,
YDR516C,EMI2,Early Meiotic Induction,1503,,Cytoplasmic protein implicated in sporulation and transcription regulation
YGR187C,HGH1,HmG1/2 Homolog,1185,,Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in different large-scale studies
YAR018C,KIN3,protein KINase,1308,,
YKR055W,RHO4,Ras HOmolog,876,,
YNL090W,RHO2,Ras HOmolog,579,,
YIL118W,RHO3,Ras HOmolog,696,,
YNL180C,RHO5,Ras HOmolog,996,,
YLR292C,SEC72,SECretory,582,,Component of the Sec62/Sec63 complex that is involved in the posttranslational translocation of proteins to the ER
YBR171W,SEC66,SECretory,621,,Component of the Sec62/Sec63 complex that is involved in the posttranslational translocation of proteins to the ER
YMR233W,TRI1,,681,,"Protein whose biological role is unknown; localizes to the nucleus, nucleolus, and cytoplasm in a large-scale study"
YOL056W,GPM3,Glycerate PhosphoMutase,912,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YBR227C,MCX1,Mitochondrial ClpX,1563,,ATPase that facilitates linkage of a pyridoxal phosphate cofactor to Hem1p; localized to the mitochondrial matrix
YAR015W,ADE1,ADEnine requiring,921,Non-essential gene; null mutant displays adenine auxotrophy and forms red colonies,Phosphoribosylaminoimidazolesuccinocarboxamide synthase involved in the biosynthesis of purine nucleotides
YOR048C,RAT1,Ribonucleic Acid Trafficking,3021,"Essential gene; null mutant accumulates poly(A)+ RNA in the nucleus, and conditional mutant accumulates unprocessed forms of pre-rRNA and snoRNAs; conditional mutant has an S phase delay, increased hydroxyurea sensitivity, and accumulates telomeric repeat-containing RNA (TERRA) and shortened telomeres; null mutant displays chromosomal instability and decreased competitive fitness in rich media; conditional mutant has increased phosphorylation of the C-terminal domain (CTD) of RNAPII, and elevated recruitment of Ctk1p to active chromatin; overexpression causes slow growth and elevated invasive growth
","Nuclear 5' to 3' RNA exoribonuclease; functions in both exosome-dependent and poly(A)-coupled RNAPII transcriptional termination; functions in mRNA surveillance, and processing of both rRNA and snoRNA; inhibits RNAPII transcriptional elongation, and phosphorylation of the CTD of RNAPII"
YJL081C,ARP4,Actin-Related Protein,1470,"Essential gene; conditional mutant has a G1/S phase delay, a metaphase arrest with elevated spindle elongation, breakage associated with lagging chromosomes in mother cells, and abnormal nuclear morphology; conditional mutant has non-uniform stationary phase arrest after prolonged cultivation, with abnormal nuclear morphology and decreased viability; conditional and reduction of function alleles are sensitive to hydroyurea, benomyl and rapamycin; repressible mutant displays increased spontaneous DNA damage and increased excretion of inositol
","Subunit of the Ino80, NuA4 histone acetyltransferase and SWR1 complexes that contributes to 3' to 5' DNA helicase and histone acetylase functions in chromatin remodeling and DNA repair processes."
YNL059C,ARP5,Actin-Related Protein,2268,"Non-essential gene in S288C, but essential in sigma1278b; S288C-derived null mutant has a large cell size and abnormally elongated buds; null mutant is heat sensitive, has a decreased growth rate on rich media and decreased competitive fitness on various media; null mutant is sensitive to oxidative stress, acid and alkaline pH, zinc and cadmium treatment, enzymatic treatment with zymolyase, and treatment with zymocin or killer toxin; null mutant has an altered ionome and a decreased ability to accumulate polyphosphate and glycogen; null has a decreased chronological lifespan, and decreased innate thermotolerance; overexpression results in enhanced invasive growth
",
YML060W,OGG1,8-OxoGuanine Glycosylase/lyase,1131,,
YMR239C,RNT1,RNase Three,1416,,
YPR134W,MSS18,Mitochondrial Splicing System,807,,
YMR276W,DSK2,,1122,,
YIL040W,APQ12,APical growth revealed by Quantitative morphological analysis,417,"Non-essential gene; null mutant has a large cell size with abnormally elongated bud, and an anaphase delay; null mutant is heat and cold sensitive, slow growing at permissive temperature and has competitive fitness defects; null mutant is sensitive to sterol biosynthesis inhibitors and membrane fluidizing agents, accumulating sterol precursors and monounsaturated fatty acids at reduced temperatures; null mutant is defective in the nuclear export of poly(A)+ mRNA, mislocalizes nuclear pore complex (NPC) cytoplasmic filament proteins and mRNA export factor, Dbp5p; null mutant has a vacuolar fragmentation deficiency, and nuclear morphology defects with abnormal nuclear envelope and NPC distribution; null mutant displays filamentous growth defects and is unable to undergo invasive growth; null mutant has decreased chronological lifespans, decreased acquired thermotolerance and does not accumulate trehalose after heat shock; null mutant is sensitive to metal treatment and antifungals
","Integral membrane protein of the nuclear envelope and ER; involved in lipid homeostasis; role in nuclear export of mRNA, and nuclear envelope organization"
